Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Charge Group Description,Arrest Type Code,Charge Description,Address,Cross Street,Location
5612544,4/27/2019,1050,8,West LA,808,24,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,2100    SUMMITRIDGE                  DR,,"(34.1126, -118.4223)"
5612561,4/27/2019,1205,5,Harbor,585,31,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,LELAND,19TH                         ST,"(33.727, -118.3012)"
5612563,4/27/2019,1030,20,Olympic,2069,56,M,Robbery,F,ATTEMPT - ROBBERY,1100 S  VERMONT                      AV,,"(34.0509, -118.2916)"
5612569,4/27/2019,1130,12,77th Street,1233,27,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,1600 W  SLAUSON                      AV,,"(33.9892, -118.3045)"
5612573,4/27/2019,1140,1,Central,156,55,M,Narcotic Drug Laws,M,LOITER IN PUBLIC PLACE FOR ILL DRUG ACT,SAN PEDRO                    ST,4TH                          ST,"(34.0437, -118.2455)"
5612594,4/27/2019,1130,10,West Valley,1029,28,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,16000    SHERMAN WAY,,"(34.2012, -118.4815)"
5612603,4/27/2019,1410,12,77th Street,1251,29,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,VICTORIA,71ST                         ST,"(33.9757, -118.3324)"
5612604,4/27/2019,1410,1,Central,147,56,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,WALL,WINSTON,"(34.0449, -118.2458)"
5612610,4/27/2019,1150,12,77th Street,1258,25,M,Other Assaults,M,OBSTRUCT/ETC PUB OFCR/ETC,7600 S  BROADWAY,,"(33.9708, -118.2783)"
5612612,4/27/2019,1319,1,Central,158,53,M,Weapon (carry/poss),F,CARRY CONCEALED ON PERSON DIRK OR DAGGER,GLADYS                       AV,7TH                          ST,"(34.0385, -118.2437)"
5612632,4/27/2019,1130,1,Central,155,35,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,200 E  6TH                          ST,,"(34.0448, -118.2474)"
5612641,4/27/2019,1400,2,Rampart,215,31,F,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REV 4 RECKLESS DRIVG,BENTON                       WY,TEMPLE                       ST,"(34.0729, -118.2757)"
5612655,4/27/2019,1641,14,Pacific,1494,25,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,500    WORLD                        WY,,"(33.9428, -118.4054)"
5612659,4/27/2019,1410,1,Central,147,66,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,WINSTON,WALL,"(34.0455, -118.2452)"
5612674,4/27/2019,1600,9,Van Nuys,911,34,M,Miscellaneous Other Violations,O,REARREST/REVOKE PROBATION/ETC,SEPULVEDA                    BL,SHERMAN                      WY,"(34.2012, -118.4662)"
5612679,4/27/2019,1430,18,Southeast,1803,18,M,Other Assaults,M,BATTERY ON PERSON,300 E  MANCHESTER                   AV,,"(33.9601, -118.2695)"
5612660,4/27/2019,1410,10,West Valley,1043,31,M,Narcotic Drug Laws,M,UNDER INFLUENCE CNTL SUB,18600    HATTERAS                     ST,,"(34.1774, -118.5387)"
5612678,4/27/2019,1600,13,Newton,1352,60,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,VERNON,WOODLAWN,"(34.0039, -118.2728)"
5612575,4/27/2019,1100,16,Foothill,1622,48,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,VAN NUYS,EL DORADO,"(34.2649, -118.4238)"
5612576,4/27/2019,1100,16,Foothill,1622,23,M,Larceny,F,GRAND THEFT MONEY/PROPERTY > $400,13500    JUDD                         ST,,"(34.2662, -118.4274)"
5612545,4/27/2019,1100,18,Southeast,1863,32,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",11600 S  SAN PEDRO                    ST,,"(33.9292, -118.2695)"
5612646,4/27/2019,1345,20,Olympic,2027,58,M,Narcotic Drug Laws,F,POSS/PURCHASE COCAINE BASE FOR SALE,NEW HAMPSHIRE                AV,WILSHIRE                     BL,"(34.0618, -118.2929)"
5612686,4/27/2019,1620,15,N Hollywood,1505,40,F,Larceny,M,SHOPLIFTING,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
5612694,4/27/2019,1445,2,Rampart,221,21,M,Burglary,F,BURGLARY,300 N  VERMONT                      AV,,"(34.0777, -118.2961)"
5612696,4/27/2019,1640,13,Newton,1341,63,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,BROADWAY,54TH,"(34.0155, -118.2772)"
5612703,4/27/2019,1720,18,Southeast,1801,52,M,Miscellaneous Other Violations,M,DRIVE W/O INTERLOCK DEV,92ND                         ST,ORCHARD                      AV,"(33.9528, -118.2881)"
5612705,4/27/2019,1700,12,77th Street,1257,16,M,Vehicle Theft,F,TAKE VEHICLE W/O OWNER'S CONSENT,S  HOOVER                       ST,W  78TH                         ST,"(33.9688, -118.2871)"
5612710,4/27/2019,1740,13,Newton,1307,41,F,Narcotic Drug Laws,F,POSSESSION CONTROLLED SUBSTANCE FOR SALE,CROCKER                      ST,8TH                          ST,"(34.0378, -118.2483)"
5612714,4/27/2019,1400,1,Central,158,45,M,Narcotic Drug Laws,F,TRANSPORT/SELL CONTROLLED SUBSTANCE,GLADYS,6TH                          ST,"(34.0403, -118.2421)"
5612719,4/27/2019,1517,8,West LA,839,32,M,Larceny,M,SHOPLIFTING,10200    SANTA MONICA                 BL,,"(34.0605, -118.4193)"
5612721,4/27/2019,1740,1,Central,166,23,M,Narcotic Drug Laws,F,POSSESSION CONTROLLED SUBSTANCE FOR SALE,7TH,SAN JULIAN,"(34.0412, -118.2474)"
5612724,4/27/2019,1815,12,77th Street,1243,59,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,HARVARD,64TH,"(33.9814, -118.3068)"
5612746,4/27/2019,1850,13,Newton,1347,39,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,VERNON,LONG BEACH,"(34.0039, -118.2434)"
5612761,4/27/2019,1600,10,West Valley,1063,33,M,Other Assaults,M,BATTERY ON PERSON,18300    CLARK                        ST,,"(34.1698, -118.5308)"
5612762,4/27/2019,1425,4,Hollenbeck,467,42,F,Fraud/Embezzlement,F,GET CREDIT/ETC OTHER'S ID,4TH                          ST,CAMULOS,"(34.0382, -118.2064)"
5612765,4/27/2019,1900,4,Hollenbeck,483,22,M,Vehicle Theft,M,TAKE VEHICLE W/O OWNER'S CONSENT,OPAL                         ST,BOYLE                        ST,"(34.0301, -118.2203)"
5612766,4/27/2019,1902,20,Olympic,2076,31,M,Driving Under Influence,M,DUI ALCOHOL/DRUGS ON BICYCLE,PICO,FEDORA,"(34.0472, -118.2979)"
5612770,4/27/2019,1920,11,Northeast,1127,27,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,5700    FAYETTE                      ST,,"(34.1199, -118.1935)"
5612773,4/27/2019,1910,13,Newton,1393,37,M,Driving Under Influence,F,DUI ALCOHOL CAUSING INJURY,64TH                         ST,MAIN,"(33.9814, -118.2739)"
5612775,4/27/2019,1600,12,77th Street,1293,16,M,Weapon (carry/poss),F,MINOR IN POSS OF CONCEALABLE FIREARM/ETC,10000 S  MANHATTAN                    PL,,"(33.9455, -118.3102)"
5612756,4/27/2019,1820,15,N Hollywood,1583,28,M,Burglary,F,BURGLARY,12000    VALLEYHEART                  DR,,"(34.1468, -118.3921)"
5612759,4/27/2019,1900,2,Rampart,269,29,M,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,700 S  BIXEL                        ST,,"(34.0509, -118.2642)"
5612708,4/27/2019,1445,7,Wilshire,701,59,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,800 N  HARPER                       AV,,"(34.0854, -118.3691)"
5612748,4/27/2019,1425,4,Hollenbeck,467,43,F,Miscellaneous Other Violations,F,DAMAGE PROPERTY,4TH                          ST,CAMULOS                      ST,"(34.0382, -118.2064)"
5612687,4/27/2019,1545,3,Southwest,376,14,M,Robbery,F,ATTEMPT - ROBBERY,WESTERN                      AV,MARTIN LUTHER KING           BL,"(34.0109, -118.3089)"
5612780,4/27/2019,1800,12,77th Street,1255,20,F,Forgery/Counterfeit,F,FALSE PERSONATE:SPEC CIRC,FLORENCE,RAYMOND,"(33.9746, -118.2981)"
5612790,4/27/2019,1840,12,77th Street,1258,24,M,Weapon (carry/poss),F,CARRY LOADED FIREARM:GANG MEMBER,100 W  74TH                         ST,,"(33.9728, -118.2739)"
5612792,4/27/2019,1810,2,Rampart,221,52,M,Miscellaneous Other Violations,F,PAROLE WARRANT,300 N  VERMONT                      AV,,"(34.0777, -118.2961)"
5612795,4/27/2019,2040,21,Topanga,2128,45,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE,DE SOTO,"(34.212, -118.5754)"
5612802,4/27/2019,1740,17,Devonshire,1747,18,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,16700    CHATSWORTH                   ST,,"(34.2648, -118.4957)"
5612804,4/27/2019,2035,19,Mission,1913,42,M,Vehicle Theft,M,TAKE VEHICLE W/O OWNER'S CONSENT,BRADLEY,BLEDSOE,"(34.3077, -118.4627)"
5612814,4/27/2019,2100,15,N Hollywood,1501,28,F,Larceny,M,SHOPLIFTING,SATICOY,FULTON,"(34.2084, -118.4236)"
5612820,4/27/2019,2100,18,Southeast,1842,29,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL,BROADWAY,"(33.931, -118.2783)"
5612823,4/27/2019,1945,18,Southeast,1824,18,M,Driving Under Influence,M,DUI OF ANY DRUG,CENTRAL,92ND                         ST,"(33.947, -118.2594)"
5612824,4/27/2019,2040,3,Southwest,393,32,M,Larceny,M,SHOPLIFTING,CRENSHAW,STOCKER                      AV,"(34.0085, -118.3351)"
5612829,4/27/2019,1920,20,Olympic,2054,20,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,IROLO,OLYMPIC                      BL,"(34.0526, -118.301)"
5612832,4/27/2019,2036,18,Southeast,1804,21,M,Driving Under Influence,M,DUI OF ANY DRUG,88TH                         ST,CENTRAL,"(33.9574, -118.2564)"
5612839,4/27/2019,2045,12,77th Street,1258,53,M,Miscellaneous Other Violations,F,PAROLE WARRANT,07600 S  BROADWAY,,"(33.9708, -118.2783)"
5612851,4/27/2019,2130,19,Mission,1984,31,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,PARTHENIA,CEDROS,"(34.2282, -118.4553)"
5612853,4/27/2019,2100,1,Central,161,52,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,7TH                          ST,FLOWER,"(34.0483, -118.2631)"
5612864,4/27/2019,1730,11,Northeast,1195,27,F,Other Assaults,M,BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ,1000 W  VIN SCULLY                   AV,,"(34.0726, -118.2447)"
5612868,4/27/2019,2200,9,Van Nuys,935,25,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,14100    FRIAR                        ST,,"(34.1857, -118.44)"
5612869,4/27/2019,2225,5,Harbor,527,43,F,Miscellaneous Other Violations,F,ACCESSORY AFTR FACT-KNOW FEL CRIME/PERSON,A                            ST,FRIES                        AV,"(33.7697, -118.2643)"
5612872,4/27/2019,2148,13,Newton,1309,40,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,BOYLE,SANTA MONICA                 FY,"(34.0241, -118.232)"
5612875,4/27/2019,2235,21,Topanga,2115,50,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,8200    TOPANGA CANYON               BL,,"(34.2176, -118.606)"
5612876,4/27/2019,2130,20,Olympic,2033,26,M,Driving Under Influence,M,DUI OF ANY DRUG,WESTERN                      AV,8TH                          ST,"(34.0581, -118.3091)"
5612877,4/27/2019,2154,20,Olympic,2062,21,M,Driving Under Influence,M,DUI OF ANY DRUG,ARLINGTON,OLYMPIC,"(34.0526, -118.3163)"
5612783,4/27/2019,1630,13,Newton,1354,28,F,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,4200    WOODLAWN                     AV,,"(34.0073, -118.2728)"
5612807,4/27/2019,1940,1,Central,119,25,M,Aggravated Assault,F,BATTERY W/GBI,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
5612882,4/27/2019,2110,15,N Hollywood,1523,43,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,6200    ALCOVE                       AV,,"(34.1831, -118.4128)"
5612891,4/27/2019,2211,21,Topanga,2114,25,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE,TOPANGA CANYON,"(34.2197, -118.606)"
5612907,4/27/2019,2210,13,Newton,1307,35,F,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,AGATHA,STANFORD,"(34.0374, -118.245)"
5612917,4/27/2019,2215,21,Topanga,2106,54,M,Other Assaults,F,TERRORIZE CAUSING FEAR,8800    ETON                         AV,,"(34.23, -118.5951)"
5612919,4/27/2019,2230,21,Topanga,2139,43,F,Prostitution/Allied,M,PROSTITUTION,20200    SHERMAN                      WY,,"(34.2012, -118.5732)"
5612920,4/27/2019,2210,20,Olympic,2079,31,F,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,PICO,WESTMORELAND,"(34.0473, -118.2891)"
5612924,4/27/2019,2120,12,77th Street,1215,23,M,Weapon (carry/poss),F,OCCUPANT W/CONCEALED FIREARM IN VEHICLE,BUDLONG,55TH,"(33.9923, -118.2958)"
5612929,4/27/2019,2100,7,Wilshire,721,42,M,Miscellaneous Other Violations,M,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,8700 W  GRACIE ALLEN                 DR,,"(34.0753, -118.3795)"
5612948,4/27/2019,2015,13,Newton,1307,61,M,Narcotic Drug Laws,F,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,TOWNE                        ST,AGATHA,"(34.0372, -118.2476)"
5612950,4/27/2019,2330,6,Hollywood,646,26,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,CAHUENGA                     BL,HOLLYWOOD                    BL,"(34.1016, -118.3295)"
5612952,4/27/2019,1207,11,Northeast,1113,28,M,Larceny,M,PETTY THEFT,2600    COLORADO                     BL,,"(34.1422, -118.223)"
5613168,4/27/2019,2135,3,Southwest,363,66,M,Larceny,M,SHOPLIFTING,4000    CRENSHAW                     BL,,"(34.0124, -118.3351)"
5613214,4/27/2019,2330,3,Southwest,321,44,F,Larceny,M,SHOPLIFTING,3500 S  LA CIENEGA                   BL,,"(34.0242, -118.3722)"
5614416,4/29/2019,1615,16,Foothill,1633,58,M,Robbery,F,ROBBERY,11800    FOOTHILL                     BL,,"(34.2757, -118.3963)"
5616070,4/30/2019,2200,15,N Hollywood,1505,27,M,Sex (except rape/prst),M,SOLICIT/ENGAGE LEWD ACT IN PUBLIC VIEW,7200    TROOST                       AV,,"(34.2012, -118.3866)"
190112724,4/30/2019,1520,1,Central,124,62,M,Miscellaneous Other Violations,M,ILLEGAL POSSESSION OF SHOPPING CART,8TH                          ST,FLOWER,"(34.0525, -118.2432)"
5618393,5/3/2019,232,10,West Valley,1047,22,M,Driving Under Influence,M,DRUNK DRIVING .10 OR ABOVE,WHITE OAK                    AV,VENTURA                      FY,"(34.1713, -118.5185)"
5616826,5/1/2019,1505,1,Central,157,53,M,Larceny,M,GRAND THEFT (OVER $400),500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
5615790,4/30/2019,1445,4,Hollenbeck,457,28,M,Other Assaults,M,BATTERY ON PERSON,400 N  MOTT                         ST,,"(34.0452, -118.2041)"
5612912,4/27/2019,2120,11,Northeast,1195,26,M,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",1000 W  VIN SCULLY                   AV,,"(34.0726, -118.2447)"
5612953,4/27/2019,2320,1,Central,192,48,M,Aggravated Assault,F,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1500 S  GRAND                        AV,,"(34.0365, -118.2659)"
5612923,4/27/2019,2330,6,Hollywood,646,51,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,CAHUENGA                     BL,HOLLYWOOD                    BL,"(34.1016, -118.3295)"
5613138,4/27/2019,1840,13,Newton,1317,36,M,Miscellaneous Other Violations,F,KIDNAPPING FOR RANSOM,WASHINGTON,HOOPER,"(34.022, -118.246)"
5613166,4/27/2019,1840,13,Newton,1317,30,M,Miscellaneous Other Violations,F,KIDNAPPING FOR RANSOM,1500 E  WASHINGTON                   BL,,"(34.022, -118.246)"
5614348,4/29/2019,1520,5,Harbor,567,40,M,Weapon (carry/poss),F,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,22ND                         ST,PACIFIC                      AV,"(33.7243, -118.288)"
5612976,4/28/2019,56,9,Van Nuys,974,60,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,VAN NUYS                     BL,VENTURA                      FY,"(34.1569, -118.4487)"
190610871,4/28/2019,2150,6,Hollywood,628,18,M,Larceny,M,SHOPLIFTING,5800    FRANKLIN                     AV,,"(34.1084, -118.3213)"
5617643,5/2/2019,400,8,West LA,884,37,M,Miscellaneous Other Violations,F,WARRANT-PETITION TO REVOKE COMMUNITY SUPVN,PICO                         BL,SELBY                        AV,"(34.0415, -118.4256)"
5615531,4/30/2019,830,1,Central,148,49,M,Narcotic Drug Laws,F,POSS/PURCHASE COCAINE BASE FOR SALE,5TH,SAN PEDRO,"(34.0435, -118.2427)"
190210698,5/1/2019,1740,2,Rampart,245,32,M,Liquor Laws,I,DRINKING ALCOHOL,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5619444,5/4/2019,50,1,Central,162,20,M,Driving Under Influence,M,DUI OF ANY DRUG,9TH                          ST,FIGUEROA,"(34.0462, -118.2628)"
5613720,4/28/2019,1709,9,Van Nuys,964,33,F,Larceny,M,SHOPLIFTING,14000    RIVERSIDE                    DR,,"(34.1576, -118.438)"
5617053,5/1/2019,2110,4,Hollenbeck,465,35,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,4TH,CUMMINGS,"(34.0339, -118.2012)"
192109418,4/26/2019,1930,21,Topanga,2134,56,M,Narcotic Drug Laws,M,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,FALLBROOK                    AV,VANOWEN                      ST,"(34.2034, -118.6135)"
5617942,5/2/2019,1415,11,Northeast,1142,27,M,Larceny,M,SHOPLIFTING,2000    HILLHURST                    AV,,"(34.1077, -118.2874)"
191909700,4/10/2019,500,19,Mission,1961,14,M,Miscellaneous Other Violations,M,CURFEW - JUV ONLY,NOBLE,PARTHENIA,"(34.2427, -118.4702)"
5614345,4/29/2019,1615,14,Pacific,1427,34,M,Larceny,M,PETTY THEFT,3100 S  SEPULVEDA                    BL,,"(34.0265, -118.4279)"
5616788,5/1/2019,1620,16,Foothill,1665,39,F,Other Assaults,M,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,11200    SHELDON                      ST,,"(34.2533, -118.3746)"
191411383,4/25/2019,1317,14,Pacific,1431,31,M,,I,,OCEAN FRONT                  WK,MARKET,"(33.9875, -118.4741)"
5613687,4/28/2019,1645,15,N Hollywood,1548,35,M,Moving Traffic Violations,M,FTA/TRAFFIC WARRANT,LANKERSHIM,CHANDLER,"(34.1681, -118.3765)"
191310724,5/1/2019,1445,13,Newton,1317,22,F,,M,,1300 E  WASHINGTON                   BL,,"(34.0245, -118.2505)"
5616731,5/1/2019,1610,14,Pacific,1494,74,M,Miscellaneous Other Violations,F,FUGITIVE FROM JUSTICE WARRANTLESS ARR,300    WORLD                        WY,,"(33.944, -118.4073)"
5616988,5/1/2019,1740,16,Foothill,1638,24,F,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,WYNGATE,FOOTHILL,"(34.2575, -118.301)"
5618514,5/3/2019,210,10,West Valley,1001,46,M,Vehicle Theft,F,GRAND THEFT AUTO/HORSE/ETC,INGOMAR,VANALDEN,"(34.212, -118.5492)"
5616072,4/30/2019,1945,9,Van Nuys,985,55,M,Narcotic Drug Laws,F,POSSESS/PURCHASE CONTROLLED SUBS FOR SALE,TYRONE,MOORPARK,"(34.153, -118.4444)"
5616099,4/30/2019,2245,3,Southwest,396,21,F,Aggravated Assault,F,"ADW, NOT FIREARM, W/GBI",900 W  43RD                         ST,,"(34.0055, -118.29)"
5616283,5/1/2019,740,6,Hollywood,666,41,M,Narcotic Drug Laws,M,POSSESSION OF CONTROLLED SUBSTANCE,1300    WILCOX                       AV,,"(34.0944, -118.331)"
190112342,4/28/2019,1808,1,Central,163,49,M,Liquor Laws,I,DRINKING ALCOHOL*******,8TH,BROADWAY,"(34.0445, -118.2558)"
5617531,5/2/2019,325,3,Southwest,363,27,F,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,MARLTON,SANTA ROSALIA,"(34.0105, -118.3398)"
5615624,4/30/2019,1245,1,Central,162,30,M,Miscellaneous Other Violations,F,PAROLE WARRANT,FIGUEROA                     ST,7TH                          ST,"(34.0494, -118.2599)"
5613971,4/29/2019,125,21,Topanga,2125,17,F,Other Assaults,F,TERRORIZE CAUSING FEAR,21400    SATICOY                      ST,,"(34.2119, -118.6017)"
5614467,4/29/2019,1840,4,Hollenbeck,464,45,M,Sex (except rape/prst),F,ANNOY/MOLET CHILD WITH PRIOR,200 N  SOTO                         ST,,"(34.0445, -118.2116)"
5618237,5/2/2019,2050,12,77th Street,1265,20,F,Driving Under Influence,M,DUI OF ANY DRUG,MANCHESTER,BUDLONG,"(33.96, -118.2959)"
190112772,5/2/2019,2130,1,Central,145,21,F,,M,,400 S  LOS ANGELES                  ST,,"(34.0471, -118.2474)"
5617068,5/1/2019,2155,21,Topanga,2136,23,M,Driving Under Influence,F,DUI ALCOHOL/DRUG W/PRIORS,SHERMAN                      WY,DEERING,"(34.201, -118.5967)"
5613725,4/28/2019,1800,10,West Valley,1023,18,M,Other Assaults,M,BATTERY ON PERSON,19100    SHERMAN                      WY,,"(34.201, -118.5492)"
192109541,5/3/2019,1540,21,Topanga,2158,19,M,Larceny,M,PETTY THEFT,6100    CANOGA                       AV,,"(34.1805, -118.5975)"
5617745,5/2/2019,800,14,Pacific,1411,29,F,Miscellaneous Other Violations,M,FTA AFTER WRITTEN PROMISE,DUDLEY                       AV,OCEAN                        BL,"(33.9918, -118.4791)"
5616490,5/1/2019,950,4,Hollenbeck,497,35,M,Miscellaneous Other Violations,F,PAROLE WARRANT,7TH                          ST,CONCORD                      ST,"(34.0187, -118.2118)"
190910227,5/2/2019,1540,9,Van Nuys,985,57,F,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,MOORPARK                     ST,HAZELTINE                    AV,"(34.1505, -118.44)"
5617780,5/2/2019,1010,9,Van Nuys,931,46,M,Narcotic Drug Laws,M,POSS DEVICE/INSTRUMT/PARAPHERNALIA,SEPULVEDA,ERWIN,"(34.183, -118.4662)"
5613866,4/28/2019,2340,19,Mission,1977,32,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,WOODMAN,CHASE,"(34.228, -118.4344)"
5617396,5/1/2019,2010,4,Hollenbeck,471,20,F,Disorderly Conduct,M,RIOT,7TH,BOYLE,"(34.036, -118.2242)"
5614158,4/29/2019,1100,15,N Hollywood,1503,42,M,Miscellaneous Other Violations,M,MAKE OBSCENE/THREATENING TELEPHONE CALLS,HART,LAUREL CANYON                BL,"(34.1976, -118.3965)"
5619235,5/3/2019,1930,16,Foothill,1615,54,M,Prostitution/Allied,M,PROSTITUTION,SUNBURST,SAN FERNANDO                 BL,"(34.2754, -118.3904)"
190409320,4/23/2019,2030,4,Hollenbeck,464,17,M,Moving Traffic Violations,I,PASSENGER FAILING TO USE SEATBELTS,LINCOLN PARK,BROADWAY,"(34.0445, -118.2116)"
5615181,4/30/2019,140,11,Northeast,1107,16,M,Robbery,F,ROBBERY,6900 N  FIGUEROA                     ST,,"(34.1278, -118.1929)"
5618214,5/2/2019,2055,12,77th Street,1265,56,M,Driving Under Influence,M,DRUNK DRIVING ALCOHOL/DRUGS,MANCHESTER,BUDLONG,"(33.96, -118.2959)"
191212722,5/1/2019,1515,12,77th Street,1266,18,F,Prostitution/Allied,M,LOITERING FOR PURPOSES OF PROSTITUTION,82ND                         ST,FIGUEROA                     ST,"(33.9651, -118.2827)"
191411603,5/2/2019,1425,14,Pacific,1415,30,M,,M,,600    LINCOLN                      BL,,"(34.0001, -118.4653)"
5616935,5/1/2019,1740,1,Central,155,28,M,Miscellaneous Other Violations,O,PENDING REVOCATION HEARING,200 E  6TH                          ST,,"(34.0448, -118.2474)"
5616621,5/1/2019,600,1,Central,111,25,M,Homicide,F,MURDER:FIRST DEGREE:SHOOT FROM VEHICLE,700    YALE                         ST,,"(34.0612, -118.2417)"
5615536,4/30/2019,1000,6,Hollywood,625,24,M,Narcotic Drug Laws,M,POSSESSION CONTROLLED SUBSTANCE,6900    LA PRESA                     DR,,"(34.1084, -118.345)"
5616576,5/1/2019,1200,18,Southeast,1842,22,M,Miscellaneous Other Violations,O,PROBATION VIOLATION,400 W  108TH                        ST,,"(33.9383, -118.2805)"
5619214,5/3/2019,1825,16,Foothill,1601,32,M,Moving Traffic Violations,M,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,11800    GLENOAKS                     BL,,"(34.2841, -118.4227)"
5619310,5/3/2019,2120,9,Van Nuys,919,3,M,,D,,6600    FULTON                       AV,,"(34.1951, -118.4275)"
191709502,5/1/2019,2100,17,Devonshire,1782,21,F,Larceny,M,SHOPLIFTING,8800    CORBIN                       AV,,"(34.2304, -118.5623)"
5615447,4/30/2019,745,12,77th Street,1231,27,M,Miscellaneous Other Violations,M,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,4100 W  62ND                         ST,,"(33.9835, -118.3459)"
5616954,5/1/2019,1930,9,Van Nuys,964,18,F,Larceny,M,SHOPLIFTING,14000    RIVERSIDE                    DR,,"(34.1576, -118.438)"
190112441,4/30/2019,1245,1,Central,195,28,M,,M,,1800 S  MAIN                         ST,,"(34.0317, -118.2641)"
5617755,5/2/2019,1130,15,N Hollywood,1585,47,M,Fraud/Embezzlement,F,HIDE FACTS:INS ENTITLMNTS,4200    ELMER                        AV,,"(34.145, -118.3768)"
5613590,4/28/2019,1325,3,Southwest,335,55,F,Against Family/Child,M,DISOBEY DOMESTIC RELATIONS COURT ORDER,2300 W  29TH                         ST,,"(34.0282, -118.3177)"
190409365,5/2/2019,2310,4,Hollenbeck,421,50,M,,M,,AVENUE 24,BROADWAY,"(34.0736, -118.2169)"
191411311,4/28/2019,1645,14,Pacific,1431,31,M,Liquor Laws,I,DRINKING ALCOHOL,OCEAN FRONT                  WK,HORIZON,"(33.988, -118.4745)"
5617358,5/1/2019,2010,4,Hollenbeck,471,27,M,Disorderly Conduct,M,RIOT,7TH                          ST,BOYLE                        AV,"(34.036, -118.2242)"
5613179,4/28/2019,215,18,Southeast,1824,22,F,Other Assaults,M,BATTERY ON NONCOHABITATING FORMER SPOUSE,103RD                        PL,MCKINLEY,"(33.9426, -118.2608)"
